trait_pair	chr	region	start	end	n_snps	eigen_cut	h2_trait1	h2_trait2	local_covariance	local_rg	rg_lower	rg_upper	p	AMD	POAG	RE	bivariate_interpretable	pair_fdr	global_fdr	direction	warning
POAG-RE	10	64	67770279	68621346	481	0.99	0.0	0.0						0.999999534032333	0.999999619538993	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	65	68623412	69903889	407	0.99	0.0	0.0						0.999999730973442	0.999999461946885	0.999999288222632	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	65	68623412	69903889	407	0.99	0.0	0.0						0.999999730973442	0.999999461946885	0.999999288222632	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	65	68623412	69903889	407	0.99	0.0	0.0						0.999999730973442	0.999999461946885	0.999999288222632	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	66	69904641	71049098	445	0.99	0.0	0.0						0.999999398438329	0.999999534032333	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	66	69904641	71049098	445	0.99	0.0	0.0						0.999999398438329	0.999999534032333	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	66	69904641	71049098	445	0.99	0.0	0.0						0.999999398438329	0.999999534032333	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	67	71052508	71672879	447	0.99	0.0002568164453912	0.0						0.53939665330433	0.999999239077987	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	67	71052508	71672879	447	0.99	0.0002568164453912	0.0						0.53939665330433	0.999999239077987	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	67	71052508	71672879	447	0.99	0.0	0.0						0.53939665330433	0.999999239077987	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	68	71673928	72654600	562	0.99	0.0001104226553571	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	68	71673928	72654600	562	0.99	0.0001104226553571	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	68	71673928	72654600	562	0.99	0.0	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	69	72660718	73512933	523	0.99	0.0002063312319904	0.0002428279599094	1.50870752986704e-05	0.0673067306730674	-1.0	1.0	0.93591754754056	0.576414561988922	0.0	0.999999068064667	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	69	72660718	73512933	523	0.99	0.0002063312319904	0.0						0.576414561988922	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	69	72660718	73512933	523	0.99	0.0002428279599094	0.0						0.576414561988922	0.0	0.999999068064667	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	70	73514554	75693932	606	0.99	4.24248283475872e-05	0.0						0.552395996396742	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	70	73514554	75693932	606	0.99	4.24248283475872e-05	0.0						0.552395996396742	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	70	73514554	75693932	606	0.99	0.0	0.0						0.552395996396742	0.999999730973442	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	71	75732444	77143467	328	0.99	0.0001659331504235	0.0002246521450645	0.0001685214707643	0.872787278727873	-0.822982298229823	1.0	0.272700780719889	0.384907766689443	0.82300114418215	0.999999534032333	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	71	75732444	77143467	328	0.99	0.0001659331504235	0.0						0.384907766689443	0.82300114418215	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	71	75732444	77143467	328	0.99	0.0002246521450645	0.0						0.384907766689443	0.82300114418215	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	72	77157489	78664629	550	0.99	0.0002305788146725	0.0009022499436209	0.0001740516090724	0.381538153815382	-0.53955395539554	0.890989098909891	0.372178980139382	0.135589582162141	0.0	0.999999149263327	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	72	77157489	78664629	550	0.99	0.0002305788146725	0.0						0.135589582162141	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	72	77157489	78664629	550	0.99	0.0009022499436209	0.0						0.135589582162141	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	73	78667191	79952934	631	0.99	0.0	1.12694684052307e-05						0.999995579442573	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	73	78667191	79952934	631	0.99	0.0	1.52976297863866e-05						0.999995579442573	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	73	78667191	79952934	631	0.99	1.12694684052307e-05	1.52976297863866e-05	-1.31299716508681e-05	-1.0	-1.0	1.0	0.438118360560565	0.999995579442573	0.0	0.0	True	0.754258038946884	0.8092103335349138	NEGATIVE_LOCAL_SHARING	
AMD-POAG	10	74	79955120	81189551	663	0.99	0.0	0.0						0.999999461946885	0.999998682044413	0.999998923893769	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	74	79955120	81189551	663	0.99	0.0	0.0						0.999999461946885	0.999998682044413	0.999998923893769	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	74	79955120	81189551	663	0.99	0.0	0.0						0.999999461946885	0.999998682044413	0.999998923893769	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	75	81191488	81761489	85	0.99	0.0002532703774291	0.0001167026383167	-7.39252516508932e-05	-0.42994299429943	-1.0	0.87998799879988	0.540543261794642	0.0	0.0	0.97123977269698	True	0.8115989108952729	0.8364663092061538	NEGATIVE_LOCAL_SHARING	
AMD-RE	10	75	81191488	81761489	85	0.99	0.0002532703774291	9.22174346709629e-08	-4.83279882517972e-06	-1.0	-1.0	1.0	0.351773930856196	0.0	0.0	0.97123977269698	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	10	75	81191488	81761489	85	0.99	0.0001167026383167	9.22174346709629e-08	-3.28055146658396e-06	-1.0	-1.0	1.0	0.555220904416005	0.0	0.0	0.97123977269698	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-POAG	10	76	81764081	82377997	312	0.99	0.0001503815450622	0.0001098902962589	-0.0001285514392714	-1.0	-1.0	0.571357135713571	0.164828490669622	0.440237063971949	0.29994291231943	0.999999619538993	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	76	81764081	82377997	312	0.99	0.0001503815450622	0.0						0.440237063971949	0.29994291231943	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	76	81764081	82377997	312	0.99	0.0001098902962589	0.0						0.440237063971949	0.29994291231943	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	77	82382102	83594473	492	0.99	0.0002815934105815	0.0						0.468083570760617	0.999999341022206	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	77	82382102	83594473	492	0.99	0.0002815934105815	0.0						0.468083570760617	0.999999341022206	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	77	82382102	83594473	492	0.99	0.0	0.0						0.468083570760617	0.999999341022206	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	78	83600968	84678512	488	0.99	0.0	0.0						0.999999239077987	0.999999341022206	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	78	83600968	84678512	488	0.99	0.0	0.0						0.999999239077987	0.999999341022206	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	78	83600968	84678512	488	0.99	0.0	0.0						0.999999239077987	0.999999341022206	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	79	84680499	85463030	361	0.99	0.0	0.0						0.999999534032333	0.999999534032333	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	79	84680499	85463030	361	0.99	0.0	0.0						0.999999534032333	0.999999534032333	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	79	84680499	85463030	361	0.99	0.0	0.0						0.999999534032333	0.999999534032333	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	80	85464091	86459792	471	0.99	2.52463194776374e-05	0.0						0.955461012129684	0.999999341022206	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	80	85464091	86459792	471	0.99	2.52463194776374e-05	0.0						0.955461012129684	0.999999341022206	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	80	85464091	86459792	471	0.99	0.0	0.0						0.955461012129684	0.999999341022206	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	81	86461085	87287808	341	0.99	0.0001409837485849	0.0						0.0	0.0	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	81	86461085	87287808	341	0.99	0.0001409837485849	0.0						0.0	0.0	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	81	86461085	87287808	341	0.99	0.0	0.0						0.0	0.0	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	82	87290629	88443302	475	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	82	87290629	88443302	475	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	82	87290629	88443302	475	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	83	88446254	89970800	421	0.99	0.0003021574917146	0.0004601586222178	-0.0003728811809145	-1.0	-1.0	0.107910791079108	0.0726660365632178	0.363183147630541	0.0335033905790547	0.999999341022206	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	83	88446254	89970800	421	0.99	0.0003021574917146	0.0						0.363183147630541	0.0335033905790547	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	83	88446254	89970800	421	0.99	0.0004601586222178	0.0						0.363183147630541	0.0335033905790547	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	84	89971647	91018520	506	0.99	0.0002021967229405	8.93553564530583e-05	-0.000134414881066	-1.0	-1.0	0.304330433043304	0.100611371783586	0.325320514286577	0.542667150951517	0.999999461946885	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	84	89971647	91018520	506	0.99	0.0002021967229405	0.0						0.325320514286577	0.542667150951517	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	84	89971647	91018520	506	0.99	8.93553564530583e-05	0.0						0.325320514286577	0.542667150951517	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	85	91021645	91959144	401	0.99	0.0003775105733403	0.0						0.292672950196578	0.0	0.999998923893769	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	85	91021645	91959144	401	0.99	0.0003775105733403	0.0						0.292672950196578	0.0	0.999998923893769	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	85	91021645	91959144	401	0.99	0.0	0.0						0.292672950196578	0.0	0.999998923893769	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	86	91960473	92909779	419	0.99	0.0003839691915622	0.0						0.162342352810917	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	86	91960473	92909779	419	0.99	0.0003839691915622	0.0						0.162342352810917	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	86	91960473	92909779	419	0.99	0.0	0.0						0.162342352810917	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	87	92912588	94502738	419	0.99	0.0	0.0						0.999999534032333	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	87	92912588	94502738	419	0.99	0.0	0.0						0.999999534032333	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	87	92912588	94502738	419	0.99	0.0	0.0						0.999999534032333	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	88	94506628	95526044	528	0.99	0.0	0.0002585549312563						0.999998993394793	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	88	94506628	95526044	528	0.99	0.0	0.0						0.999998993394793	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	88	94506628	95526044	528	0.99	0.0002585549312563	0.0						0.999998993394793	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	89	95528185	97037578	526	0.99	0.0005882328648379	0.0001743979678263	5.9440254011006e-05	0.185518551855185	-1.0	1.0	0.804972043786496	0.186973509456293	0.40542172899845	0.999999730973442	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	89	95528185	97037578	526	0.99	0.0005882328648379	0.0						0.186973509456293	0.40542172899845	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	89	95528185	97037578	526	0.99	0.0001743979678263	0.0						0.186973509456293	0.40542172899845	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	90	97040743	98002866	433	0.99	8.1254267404872e-05	0.0003336394812265	6.60578970154933e-05	0.401140114011401	-1.0	1.0	0.662883383576788	0.689366902058014	0.010050155021022	0.0	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	90	97040743	98002866	433	0.99	8.1254267404872e-05	0.0						0.689366902058014	0.010050155021022	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	90	97040743	98002866	433	0.99	0.0003336394812265	0.0						0.689366902058014	0.010050155021022	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	91	98010908	99366769	556	0.99	0.0012721966988595	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	91	98010908	99366769	556	0.99	0.0012721966988595	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	91	98010908	99366769	556	0.99	0.0	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	92	99369013	100335093	457	0.99	0.0002035515979204	0.0001250447113836	3.585804740568e-05	0.224722472247225	-1.0	1.0	0.834488637042673	0.441291201528582	0.0	0.999999619538993	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	92	99369013	100335093	457	0.99	0.0002035515979204	0.0						0.441291201528582	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	92	99369013	100335093	457	0.99	0.0001250447113836	0.0						0.441291201528582	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	93	100338139	101264162	347	0.99	3.39070915844409e-05	1.18146936084307e-06	6.32931195489027e-06	1.0	-1.0	1.0	0.618225369658228	0.78018387441902	0.986215753448983	0.999999730973442	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	93	100338139	101264162	347	0.99	3.39070915844409e-05	0.0						0.78018387441902	0.986215753448983	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	93	100338139	101264162	347	0.99	1.18146936084307e-06	0.0						0.78018387441902	0.986215753448983	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	94	101271789	102501571	444	0.99	0.0017620589277686	6.6277187720616e-05	9.12025968038276e-05	0.266926692669267	-1.0	1.0	0.773378899736887	0.141318396060229	0.580875426985611	0.0	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	94	101271789	102501571	444	0.99	0.0017620589277686	0.0						0.141318396060229	0.580875426985611	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	94	101271789	102501571	444	0.99	6.6277187720616e-05	0.0						0.141318396060229	0.580875426985611	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	95	102511959	104204140	536	0.99	0.0009099960477545	0.0001178331711725	-0.0001885096588557	-0.575757575757576	-1.0	0.722172217221722	0.396959027705607	0.0261615897929986	0.381298152882724	0.999999461946885	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	95	102511959	104204140	536	0.99	0.0009099960477545	0.0						0.0261615897929986	0.381298152882724	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	95	102511959	104204140	536	0.99	0.0001178331711725	0.0						0.0261615897929986	0.381298152882724	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	96	104207799	106139294	672	0.99	0.0005405943794475	0.0001790175184997	-3.69687578942639e-05	-0.118911891189119	-1.0	0.834383438343834	0.840559659848245	0.0491801508101607	0.0	0.999999341022206	True	0.941420485211268	0.9551524461712018	NEGATIVE_LOCAL_SHARING	
AMD-RE	10	96	104207799	106139294	672	0.99	0.0005405943794475	0.0						0.0491801508101607	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	96	104207799	106139294	672	0.99	0.0001790175184997	0.0						0.0491801508101607	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	97	106144393	107873989	728	0.99	0.0001748462843793	2.16546727262153e-06	1.94582606253211e-05	1.0	-1.0	1.0	0.778920103869506	0.509292731965377	0.98510379270968	0.999999461946885	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	97	106144393	107873989	728	0.99	0.0001748462843793	0.0						0.509292731965377	0.98510379270968	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	97	106144393	107873989	728	0.99	2.16546727262153e-06	0.0						0.509292731965377	0.98510379270968	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	98	107883946	108725495	307	0.99	7.42832677541786e-05	3.73802407475032e-05	3.57612465098012e-05	0.678567856785678	-1.0	1.0	0.684360365465582	0.54648618285616	0.802989506209599	0.999999619538993	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	98	107883946	108725495	307	0.99	7.42832677541786e-05	0.0						0.54648618285616	0.802989506209599	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	98	107883946	108725495	307	0.99	3.73802407475032e-05	0.0						0.54648618285616	0.802989506209599	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	99	108729960	109579127	410	0.99	0.0	0.0						0.999999288222632	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	99	108729960	109579127	410	0.99	0.0	0.0						0.999999288222632	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	99	108729960	109579127	410	0.99	0.0	0.0						0.999999288222632	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	100	109579550	110356935	326	0.99	0.0	1.68899029763386e-05						0.0	0.77584578462294	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	100	109579550	110356935	326	0.99	0.0	0.0						0.0	0.77584578462294	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	100	109579550	110356935	326	0.99	1.68899029763386e-05	0.0						0.0	0.77584578462294	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	101	110363973	112164639	537	0.99	8.9804117064054e-05	0.0001077213112233	-4.42052083851241e-05	-0.449344934493449	-1.0	1.0	0.708028736927847	0.737926846343383	0.291007687841866	0.0	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	101	110363973	112164639	537	0.99	8.9804117064054e-05	0.0						0.737926846343383	0.291007687841866	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	101	110363973	112164639	537	0.99	0.0001077213112233	0.0						0.737926846343383	0.291007687841866	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	102	112166708	113116998	418	0.99	0.0010417162597284	0.0						0.0044213848905142	0.999999461946885	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	102	112166708	113116998	418	0.99	0.0010417162597284	0.0						0.0044213848905142	0.999999461946885	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	102	112166708	113116998	418	0.99	0.0	0.0						0.0044213848905142	0.999999461946885	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	103	113117827	114244744	475	0.99	0.0011573253659402	1.31788045108426e-05	-9.30720465677721e-05	-0.753575357535754	-1.0	1.0	0.605557191273736	0.0022168269788109	0.840153169160683	0.999997127582392	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	103	113117827	114244744	475	0.99	0.0011573253659402	0.0						0.0022168269788109	0.840153169160683	0.999997127582392	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	103	113117827	114244744	475	0.99	1.31788045108426e-05	0.0						0.0022168269788109	0.840153169160683	0.999997127582392	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	104	114258451	115587010	655	0.99	2.98371372616257e-05	0.0006047546249332	-0.0001343285031322	-1.0	-1.0	1.0	0.359453421460547	0.936693283002846	0.0	0.999998682044413	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	104	114258451	115587010	655	0.99	2.98371372616257e-05	0.0						0.936693283002846	0.0	0.999998682044413	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	104	114258451	115587010	655	0.99	0.0006047546249332	0.0						0.936693283002846	0.0	0.999998682044413	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	105	115589161	116843474	480	0.99	1.72278187087967e-05	0.0						0.931721070490226	0.999999239077987	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	105	115589161	116843474	480	0.99	1.72278187087967e-05	0.0						0.931721070490226	0.999999239077987	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	105	115589161	116843474	480	0.99	0.0	0.0						0.931721070490226	0.999999239077987	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	106	116856071	118416020	550	0.99	3.21945680069937e-05	0.0001137629438971	6.05189956457603e-05	1.0	-1.0	1.0	0.214899102783563	0.807961029655132	0.0	0.0	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	106	116856071	118416020	550	0.99	3.21945680069937e-05	0.0						0.807961029655132	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	106	116856071	118416020	550	0.99	0.0001137629438971	0.0						0.807961029655132	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	107	118416207	119528591	461	0.99	0.0006144497861979	0.000379740572184	-0.0002716431383565	-0.562356235623562	-1.0	0.291329132913291	0.196992390215992	0.0	0.0137786601694149	0.999999619538993	True	0.5790915852297339	0.6212779839620222	NEGATIVE_LOCAL_SHARING	
AMD-RE	10	107	118416207	119528591	461	0.99	0.0006144497861979	0.0						0.0	0.0137786601694149	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	107	118416207	119528591	461	0.99	0.000379740572184	0.0						0.0	0.0137786601694149	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	108	119529361	120592015	472	0.99	0.0	2.45631247617031e-05						0.999999619538993	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	108	119529361	120592015	472	0.99	0.0	0.0						0.999999619538993	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	108	119529361	120592015	472	0.99	2.45631247617031e-05	0.0						0.999999619538993	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	109	120594481	121874157	542	0.99	0.0002688659086139	0.0						0.0	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	109	120594481	121874157	542	0.99	0.0002688659086139	0.0						0.0	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	109	120594481	121874157	542	0.99	0.0	0.0						0.0	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	110	121874555	122803238	464	0.99	0.000154078935157	0.000120533393345	0.0001362778664988	1.0	-0.997799779977998	1.0	0.327625060364635	0.58542195178934	0.0	0.0	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	10	110	121874555	122803238	464	0.99	0.000154078935157	0.0						0.58542195178934	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	110	121874555	122803238	464	0.99	0.000120533393345	0.0						0.58542195178934	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	10	111	122805351	123853004	510	0.99	0.0001209144399224	0.0						0.661094284176977	0.999999341022206	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	10	111	122805351	123853004	510	0.99	0.0001209144399224	0.0						0.661094284176977	0.999999341022206	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	10	111	122805351	123853004	510	0.99	0.0	0.0						0.661094284176977	0.999999341022206	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
