trait	chr	region	start	end	n_snps	h2_local	se	p	likelihood_interval_lower	likelihood_interval_upper	warning	eligible_for_bivariate
AMD	18	20	22751758	24087236	475	0.0004129115545775		0.154607963998723				True
AMD	18	21	24088187	25305246	611	0.0		0.999999068064667			nonpositive_local_h2	False
AMD	18	22	25305464	26855696	575	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	18	23	26862410	27819663	298	0.0		0.999999730973442			nonpositive_local_h2	False
AMD	18	24	27827586	28790989	433	0.0002134595534731		0.495455656898934				True
AMD	18	25	28795283	30399763	653	0.0006921690423465		0.0160939107194563				True
AMD	18	26	30463820	32456354	545	0.0		0.0			nonpositive_local_h2	False
AMD	18	27	32459704	34153170	662	0.0006424316039208		0.113667109994628				True
AMD	18	28	34154176	36054349	793	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	18	29	36060187	37675866	521	0.0		0.999999534032333			nonpositive_local_h2	False
AMD	18	30	37679216	38492100	420	7.48125756279827e-05		0.653974305253018				True
AMD	18	31	38499957	39410039	290	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	18	32	39410982	40470953	348	0.000308911447556		0.196231167588771				True
AMD	18	33	40472564	41422451	332	0.000253285114669		0.206359557844702				True
AMD	18	34	41426379	42974150	600	0.0		0.0			nonpositive_local_h2	False
AMD	18	35	42974182	44297911	706	0.0001393863542424		0.0				True
AMD	18	36	44300281	45718309	562	0.0002480349417284		0.540983002428114				True
AMD	18	37	45719662	46554787	429	0.0005889942395892		0.187152258933469				True
AMD	18	38	46559879	47455923	381	0.0006207784210118		0.128885447511071				True
AMD	18	39	47456441	48226917	424	2.56106976586263e-05		0.900138445390407				True
AMD	18	40	48228968	49789847	546	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	18	41	49795502	50372475	297	0.0		0.0			nonpositive_local_h2	False
AMD	18	42	50373807	51059163	250	0.0		0.999999809769497			nonpositive_local_h2	False
AMD	18	43	51063768	52504498	469	0.0		0.999999398438329			nonpositive_local_h2	False
AMD	18	44	52517906	53762829	466	0.0005413406588846		0.0414223197536858				True
AMD	18	45	53763024	54953136	445	9.21745333464039e-05		0.0				True
AMD	18	46	54959143	55808797	436	0.0007305880186042		0.0				True
AMD	18	47	55810733	56831986	529	0.0		0.999999239077987			nonpositive_local_h2	False
AMD	18	48	56832775	57633654	459	0.0		0.0			nonpositive_local_h2	False
AMD	18	49	57638330	58521035	348	1.69532878323187e-05		0.0				True
AMD	18	50	58529953	59444681	349	8.5775284423128e-05		0.734726093400817				True
AMD	18	51	59452224	60779878	558	0.0004755736573676		0.0048419528508193				True
AMD	18	52	60781023	62065532	577	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	18	53	62075853	63109072	378	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	18	54	63110093	64252801	395	0.0001098512030642		0.543519063021765				True
AMD	18	55	64253268	65290652	416	0.0001825227120175		0.353984195951088				True
AMD	18	56	65297045	66407942	591	7.60832964758694e-05		0.792686307971913				True
AMD	18	57	66408427	67195441	283	0.0		0.0			nonpositive_local_h2	False
AMD	18	58	67196583	68047277	326	4.89214268591675e-05		0.0				True
AMD	18	59	68052952	69308022	505	0.0		0.999999239077987			nonpositive_local_h2	False
AMD	18	60	69311999	70538889	543	0.0001179001328503		0.0				True
AMD	18	61	70546687	71487700	498	0.0002925748671334		0.309341585521652				True
AMD	18	62	71492461	72784717	605	0.0002040741137585		0.319499975796889				True
AMD	18	63	72785291	73565887	388	0.0		0.999994938295522			nonpositive_local_h2	False
AMD	18	64	73574403	74471031	443	4.7079702647109e-05		0.796723161243705				True
AMD	18	65	74475370	75239655	456	0.0001803133040508		0.0				True
AMD	18	66	75240956	76228700	490	0.0003898337420712		0.237577570864324				True
AMD	18	67	76234522	77147472	363	9.45013292909975e-05		0.637954677235421				True
AMD	18	68	77155184	78015180	318	0.0002311224328434		0.0				True
AMD	19	1	260912	757412	204	0.000416734193699		0.156554666326853				True
AMD	19	2	764389	1505874	257	0.0013620505144205		0.0066506384610191				True
AMD	19	3	1516997	2246652	217	0.0002070585389487		0.365207226848941				True
AMD	19	4	2258223	3084944	298	4.68736267994508e-05		0.808577186636191				True
AMD	19	5	3093163	3890641	275	0.0004740194635302		0.169066554887522				True
AMD	19	6	3893993	4738679	263	0.0006264162158062		0.0599864620310358				True
AMD	19	7	4742465	5477883	293	0.0002821793373785		0.253444716295109				True
AMD	19	8	5479216	6455414	275	2.84578440373977e-05		0.0				True
AMD	19	9	6456062	7244884	337	0.0057314969573763		0.0				True
AMD	19	10	7262569	8196499	334	0.0001616860827853		0.549247042753725				True
AMD	19	11	8201051	9105106	310	8.94772412525791e-05		0.829753544426517				True
AMD	19	12	9107432	10026550	283	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	19	13	10050184	11674294	538	0.0002257916322966		0.690795720367876				True
AMD	19	14	11687195	13212128	349	7.94342582942477e-05		0.688242583603948				True
AMD	19	15	13225729	13960562	249	0.0008211278248507		0.0				True
AMD	19	16	13970625	14887596	268	0.0001213269725242		0.708126465682073				True
AMD	19	17	14893513	15649509	305	4.93089135872141e-05		0.0				True
AMD	19	18	15655168	16077272	325	6.03090778850921e-05		0.67347653133249				True
AMD	19	19	16084699	17041172	294	0.000403530814855		0.212678403258943				True
AMD	19	20	17046191	17739330	271	0.0004339230992812		0.175119786179531				True
AMD	19	21	17752689	18503019	300	0.0001581808924026		0.578542735598193				True
AMD	19	22	18512932	19746151	361	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	19	23	19751456	20481452	184	0.0006306087701149		0.0086277956772785				True
AMD	19	24	20490028	21153079	124	9.48022367609606e-05		0.610501807978872				True
AMD	19	25	21158134	21821537	158	7.35384587195673e-05		0.504251126809797				True
AMD	19	26	21832567	22729318	262	9.3354703791969e-07		0.0				True
AMD	19	27	22730026	23468966	186	6.75222991545e-06		0.0				True
AMD	19	28	23484776	24505637	204	0.0		0.0			nonpositive_local_h2	False
AMD	19	29	27824088	28552413	170	0.0		0.0			nonpositive_local_h2	False
AMD	19	30	28556284	29388987	384	6.65010464091909e-05		0.0				True
AMD	19	31	29389111	30371748	480	0.0		0.999999341022206			nonpositive_local_h2	False
AMD	19	32	30376718	31760629	448	2.90405604880368e-05		0.907403834955837				True
AMD	19	33	31764851	33025354	438	0.0005954925454452		0.0504652688632176				True
AMD	19	34	33031719	33780483	297	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	19	35	33789010	34627319	341	0.0008206047210079		0.0				True
AMD	19	36	34636572	35648365	329	0.0004838303290066		0.145099929510085				True
AMD	19	37	35650593	36621643	385	0.0004013228254713		0.0				True
AMD	19	38	36640319	38472722	504	0.0003309424458888		0.210915701545282				True
AMD	19	39	38474060	39369369	296	0.0002797152400215		0.289189267354542				True
AMD	19	40	39378804	40170103	298	0.0		0.999999534032333			nonpositive_local_h2	False
AMD	19	41	40173502	41004075	265	0.0003350379215623		0.0441467319149524				True
AMD	19	42	41004136	41732423	278	0.0012459706359326		0.0053955206628547				True
AMD	19	43	41734059	43285368	298	0.0003565767748455		0.177561643858787				True
AMD	19	44	43964028	45040449	466	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	19	45	45042495	45876967	258	0.0063843459736232		0.0				True
AMD	19	46	45904759	46761026	303	0.0008587498466539		0.0190382342891744				True
AMD	19	47	46767173	47742310	299	0.001143927674574		0.00098764350078				True
AMD	19	48	47759873	48571072	319	0.0003082725328121		0.330363637716636				True
AMD	19	49	48578889	49410191	338	0.0007168346043412		0.0				True
AMD	19	50	49416456	50451508	348	0.0016003619717972		0.0511660610157625				True
AMD	19	51	50453317	51254550	237	0.0006108666170254		0.0074006155709449				True
AMD	19	52	51260687	51899747	338	0.0012703382576642		0.0043276771918198				True
AMD	19	53	51903884	52678171	424	0.0		0.0			nonpositive_local_h2	False
AMD	19	54	52679063	53420358	300	0.0005217804384731		0.0946245843141122				True
AMD	19	55	53431994	54040412	291	0.0		0.999999239077987			nonpositive_local_h2	False
AMD	19	56	54043068	54596619	169	7.56530032499332e-05		0.787851123700456				True
AMD	19	57	54604319	55182696	252	0.0		0.0			nonpositive_local_h2	False
AMD	19	58	55186255	55710074	191	0.0		0.0			nonpositive_local_h2	False
AMD	19	59	55721241	56410340	303	0.0007387344422116		0.0595439758392447				True
AMD	19	60	56411757	57137038	349	0.0019325913401341		0.0				True
AMD	19	61	57158194	57956828	351	1.44839487556117e-05		0.0				True
AMD	19	62	57961219	59095126	468	7.70949177857432e-05		0.689528715218106				True
AMD	20	1	61795	884070	422	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	20	2	886002	1771284	552	0.0001747440218153		0.555947181709411				True
AMD	20	3	1776193	2667729	554	0.0001513463444286		0.0				True
AMD	20	4	2677566	3735601	421	0.0		0.0			nonpositive_local_h2	False
AMD	20	5	3741800	4591715	451	0.0001042566718666		0.640492919776609				True
AMD	20	6	4593976	5378864	424	0.0008091128992875		0.0				True
AMD	20	7	5379548	6128223	398	2.79194823394789e-05		0.924498697509198				True
AMD	20	8	6128868	7230441	518	0.0002481612140862		0.239135305284027				True
AMD	20	9	7232828	7959777	343	2.54382695725668e-05		0.92250259393817				True
AMD	20	10	7960865	9278451	690	0.0		0.0			nonpositive_local_h2	False
AMD	20	11	9288522	10277621	574	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	20	12	10279797	11255390	515	1.5261846097018e-05		0.968468107238931				True
AMD	20	13	11257091	12346236	502	0.0004430524163393		0.0				True
AMD	20	14	12358420	13199299	497	0.0		0.999999341022206			nonpositive_local_h2	False
AMD	20	15	13205338	14194579	340	0.0		0.999999730973442			nonpositive_local_h2	False
AMD	20	16	14205048	15237895	485	0.0		0.0			nonpositive_local_h2	False
AMD	20	17	15245334	15961689	452	0.0005469336959965		0.0				True
AMD	20	18	15965919	16660162	540	0.0002406428103767		0.0				True
AMD	20	19	16664558	17358778	407	0.0008046848006905		0.0300260926985524				True
AMD	20	20	17360298	18058178	413	0.0002749851545048		0.0				True
AMD	20	21	18063552	18959197	398	0.0002031513638297		0.0				True
AMD	20	22	18959491	19953719	604	0.000279760306384		0.187805967660489				True
AMD	20	23	19958000	21679930	597	0.0004603255031073		0.215224615994671				True
AMD	20	24	21714807	22779467	360	0.0		0.999999730973442			nonpositive_local_h2	False
AMD	20	25	22780999	23808324	500	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	20	26	23811039	24487003	248	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	20	27	24488084	25178119	314	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	20	28	25181074	26289925	214	0.0		0.999999809769497			nonpositive_local_h2	False
AMD	20	29	29529825	30567677	224	7.06322514281925e-05		0.414624077127338				True
AMD	20	30	30569865	32482632	598	0.0001853803869866		0.385592215033558				True
AMD	20	31	32485650	33887983	438	0.0002423476106898		0.0				True
AMD	20	32	33890061	35986653	409	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	20	33	35990792	37253191	491	0.0004429799538226		0.271387570362243				True
AMD	20	34	37253950	38426442	445	0.0		0.999999534032333			nonpositive_local_h2	False
AMD	20	35	38428911	40267070	656	0.0014589735610206		0.0022901243621066				True
AMD	20	36	40274626	41351028	627	2.7967883944041e-05		0.897647499575547				True
AMD	20	37	41353289	42185536	349	0.0001106995093002		0.703261957103299				True
AMD	20	38	42187297	43005015	392	0.0002162488933473		0.0				True
AMD	20	39	43010825	44072196	386	0.0		0.999999149263327			nonpositive_local_h2	False
AMD	20	40	44072226	45673584	720	0.0013483801377047		0.0014697941835162				True
AMD	20	41	45674219	46484678	313	0.0004300823790936		0.0				True
AMD	20	42	46486174	47201039	395	0.0003863202155688		0.24386292801107				True
AMD	20	43	47209445	48210099	442	0.0003831120507533		0.0680005293904077				True
AMD	20	44	48220012	49232359	409	0.0		0.999999341022206			nonpositive_local_h2	False
AMD	20	45	49236478	50648464	643	9.03986990726913e-05		0.709183022252292				True
AMD	20	46	50657049	51533441	358	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	20	47	51535828	52409008	414	0.0007545391312224		0.0257520901086809				True
AMD	20	48	52412710	53109839	364	0.0005782789241836		0.0995821221833125				True
AMD	20	49	53124595	53878373	328	8.55106461156473e-05		0.508943030985692				True
AMD	20	50	53883417	54741135	384	0.0		0.0			nonpositive_local_h2	False
AMD	20	51	54744138	55445097	343	0.0		0.0			nonpositive_local_h2	False
AMD	20	52	55450623	56169863	430	0.0004879284117316		0.0716089797341464				True
AMD	20	53	56175752	56942557	407	0.002986474952851		1.53284943770424e-05				True
AMD	20	54	56953293	57921566	445	0.0		0.999999239077987			nonpositive_local_h2	False
AMD	20	55	57924354	58780147	386	0.0008870034526516		0.0497952616580625				True
AMD	20	56	58784498	59559536	449	0.0007353098031706		0.0354715709765696				True
AMD	20	57	59562538	60120633	346	0.0006799624351416		0.0516343561945504				True
AMD	20	58	60126157	60765422	307	0.0		0.0			nonpositive_local_h2	False
AMD	20	59	60766599	61470725	292	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	20	60	61472073	62173925	304	1.0176843067859e-05		0.0				True
AMD	20	61	62180117	62912463	296	0.0004154438528178		0.186879505043692				True
AMD	21	1	15203801	15833826	245	0.0002264364923926		0.0				True
AMD	21	2	15845052	16869936	478	1.60073992912472e-05		0.0				True
AMD	21	3	16883021	18220019	400	0.0011446006658738		0.0008076322210232				True
AMD	21	4	18224738	19478147	481	7.97304224859894e-05		0.748072207366119				True
AMD	21	5	19481308	20406410	469	3.26705702942376e-05		0.874354654327852				True
AMD	21	6	20410051	21624371	482	0.0008613584899048		0.0043780643694973				True
AMD	21	7	21636664	22201791	287	8.92218543270637e-05		0.696297893393714				True
AMD	21	8	22203055	23266339	515	0.0		0.0			nonpositive_local_h2	False
AMD	21	9	23267032	24048803	290	0.0001157368464145		0.689021929094195				True
AMD	21	10	24057868	25241036	503	0.0		0.999999341022206			nonpositive_local_h2	False
AMD	21	11	25253339	26464530	510	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	21	12	26476184	27772077	484	0.0004217479084499		0.0844088610987378				True
AMD	21	13	27774870	28611275	504	2.62703790061074e-05		0.892969117805625				True
AMD	21	14	28620731	29449806	363	0.0002879189647753		0.0				True
AMD	21	15	29451195	30847259	581	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	21	16	30868064	32200972	495	0.0		0.0			nonpositive_local_h2	False
AMD	21	17	32202309	33259510	427	0.0		0.0			nonpositive_local_h2	False
AMD	21	18	33273162	34381769	513	0.0		0.0			nonpositive_local_h2	False
AMD	21	19	34383849	35726754	551	0.000754255070714		0.0				True
AMD	21	20	35729280	37302308	723	0.0		0.0			nonpositive_local_h2	False
AMD	21	21	37307002	38042539	375	8.89556490356796e-05		0.0				True
AMD	21	22	38047345	39251602	560	0.0001780192820675		0.616867452746041				True
AMD	21	23	39253134	40473899	659	0.000221515579218		0.0				True
AMD	21	24	40484010	41344565	506	0.0004297884226452		0.061578649161873				True
AMD	21	25	41344753	42183983	511	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	21	26	42187416	43081222	453	0.000490819599318		0.0527539119970496				True
AMD	21	27	43081619	43810084	528	0.0		0.999998796876658			nonpositive_local_h2	False
AMD	21	28	43813530	44810802	542	5.19208966547458e-05		0.81125555839763				True
AMD	21	29	44815113	46042282	439	0.0006079936447659		0.0				True
AMD	21	30	46046919	47007320	503	0.0001005950468742		0.757775539961271				True
AMD	21	31	47015512	48090629	491	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	22	1	16886873	17586471	185	0.0001679532819264		0.468212340877418				True
AMD	22	2	17587680	18533434	468	5.84243386769306e-05		0.835556127888198				True
AMD	22	3	18537041	19634330	372	0.0		0.999999619538993			nonpositive_local_h2	False
AMD	22	4	19636858	20966547	465	0.0002834995248059		0.234301787590531				True
AMD	22	5	20970175	22402103	436	0.0		0.0			nonpositive_local_h2	False
AMD	22	6	22413165	23060694	191	0.0		0.999999534032333			nonpositive_local_h2	False
AMD	22	7	23249040	23950646	310	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	22	8	23951753	25275393	467	0.0001151153205588		0.795934244520146				True
AMD	22	9	25283602	26164413	272	0.0001907715352707		0.451002448852112				True
AMD	22	10	26167085	27191942	705	0.0001916834311349		0.706622978760514				True
AMD	22	11	27198719	27951176	636	0.0		0.0			nonpositive_local_h2	False
AMD	22	12	27953418	29454477	453	0.0007336532653806		0.0288819006820108				True
AMD	22	13	29457622	30961645	557	0.0		0.0			nonpositive_local_h2	False
AMD	22	14	30970972	31904170	319	0.0001838034648379		0.226661077165472				True
AMD	22	15	31905703	32657397	259	0.0005672364761134		0.0				True
AMD	22	16	32663153	33501556	531	0.0023017108047936		0.0020174600886485				True
AMD	22	17	33501743	34361131	485	0.0		0.0			nonpositive_local_h2	False
AMD	22	18	34365442	35366230	497	0.000552100523276		0.0413594495316019				True
AMD	22	19	35369739	36132832	391	0.0		0.999999461946885			nonpositive_local_h2	False
AMD	22	20	36136945	37363964	531	0.0001500772889794		0.624688328054832				True
AMD	22	21	37365274	38715222	623	0.0020479358829567		0.0005725922954322				True
AMD	22	22	38719189	40363778	541	0.0017416061138538		0.0011890674886334				True
AMD	22	23	40388308	41720697	339	0.0		0.999999809769497			nonpositive_local_h2	False
AMD	22	24	41722864	42867898	343	6.30472169077853e-05		0.612795153480195				True
AMD	22	25	42869453	43573946	287	0.0		0.0			nonpositive_local_h2	False
AMD	22	26	43575616	44409176	493	0.0006704931501426		0.0828259975521004				True
AMD	22	27	44409993	45169376	489	0.0016255613558899		0.0001357511067701				True
AMD	22	28	45171729	46347922	631	0.0001734974043057		0.562721200774453				True
AMD	22	29	46362396	47296574	383	0.0006035088985967		0.0058878869578483				True
AMD	22	30	47301789	48257296	541	0.0001341624337387		0.607267807196043				True
AMD	22	31	48270745	48968698	494	0.0003897945623675		0.194712836528093				True
AMD	22	32	48988885	49550794	400	0.0		0.0			nonpositive_local_h2	False
AMD	22	33	49559351	50333415	473	0.0001156601637151		0.0				True
AMD	22	34	50350971	51219006	300	0.0002844374172524		0.25587109160101				True
POAG	1	1	754182	1366830	125	0.0001337644167009		0.0845493569241901				True
POAG	1	2	1421531	2211849	201	0.0001364178271867		0.0				True
POAG	1	3	2220649	2981841	246	0.0		0.0			nonpositive_local_h2	False
POAG	1	4	2984087	3580574	228	0.00030087895175		0.248666842426749				True
POAG	1	5	3586250	4281458	254	0.0		0.0			nonpositive_local_h2	False
POAG	1	6	4282786	4773266	374	0.0		0.0			nonpositive_local_h2	False
POAG	1	7	4774438	5362345	395	0.0		0.0			nonpositive_local_h2	False
POAG	1	8	5364634	6129835	349	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	9	6139744	7711758	642	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	1	10	7712132	8580960	289	0.0007402731098395		0.0				True
POAG	1	11	8581015	9466803	333	0.0		0.0			nonpositive_local_h2	False
POAG	1	12	9483388	10750432	349	1.40122674832761e-05		0.0				True
POAG	1	13	10757199	11706791	288	7.76820822653507e-05		0.479281674027155				True
POAG	1	14	11710561	12868019	435	0.0		0.0			nonpositive_local_h2	False
POAG	1	15	13782197	14719847	522	0.0003707935484649		0.215072849628593				True
POAG	1	16	14721450	15754484	547	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	17	15757044	16729700	370	0.0		0.0			nonpositive_local_h2	False
POAG	1	18	16732860	17557657	190	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	19	17557837	18425983	415	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	1	20	18429437	19237107	460	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	1	21	19246539	20556029	569	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	22	20556762	21410231	387	7.71312370042836e-05		0.500175739239394				True
POAG	1	23	21416435	22141983	283	0.0001002815974063		0.488051220917954				True
POAG	1	24	22147077	22739168	279	0.0		0.999996661468217			nonpositive_local_h2	False
POAG	1	25	22740365	23904345	384	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	1	26	23927929	25860915	652	6.09733042008958e-05		0.654251953478334				True
POAG	1	27	25889422	27971502	631	7.19343773427091e-05		0.0				True
POAG	1	28	28011854	29185093	241	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	29	29190138	30405167	471	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	30	30405460	31633308	596	0.0001383946543952		0.0				True
POAG	1	31	31650749	33066299	378	8.4357679256679e-05		0.484977603583159				True
POAG	1	32	33068754	34370091	487	0.0004623064117074		0.0				True
POAG	1	33	34375199	35190138	422	0.0		0.0			nonpositive_local_h2	False
POAG	1	34	35205742	36847766	230	0.000323137600453		0.0275633564426821				True
POAG	1	35	36858145	38465315	667	0.0006803467128311		0.0090989093981178				True
POAG	1	36	38476519	40199854	575	0.0		0.0			nonpositive_local_h2	False
POAG	1	37	40203722	41093830	300	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	38	41093908	41976017	338	7.47276211170794e-05		0.0				True
POAG	1	39	41984658	43507898	530	0.0002401657310146		0.246931924504259				True
POAG	1	40	43518830	45167143	630	0.0001452730389547		0.0				True
POAG	1	41	45175925	47234335	606	0.0001146165642673		0.55075623285707				True
POAG	1	42	47259138	48105228	327	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	43	48106092	49178446	442	0.0001476067246007		0.363053462180418				True
POAG	1	44	49189775	51763952	477	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	45	51781211	53112410	237	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	46	53114318	54769756	602	0.0005025570950932		0.046260457077966				True
POAG	1	47	54775203	55725200	394	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	48	55727195	56798123	550	0.0		0.999999398438329			nonpositive_local_h2	False
POAG	1	49	56799799	57529551	362	0.0		0.0			nonpositive_local_h2	False
POAG	1	50	57529790	58387094	472	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	51	58387807	59883358	730	0.0		0.999998993394793			nonpositive_local_h2	False
POAG	1	52	59891290	61376228	555	0.000431975826828		0.0905996616478256				True
POAG	1	53	61382409	62774288	611	0.0		0.0			nonpositive_local_h2	False
POAG	1	54	62782503	64343627	640	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	55	64345659	65892888	647	0.0001584665991421		0.394752427924139				True
POAG	1	56	65894342	66776954	344	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	1	57	66778275	67760140	528	2.58535235593493e-05		0.811844361746107				True
POAG	1	58	67769006	68631792	407	0.0		0.0			nonpositive_local_h2	False
POAG	1	59	68634642	69435479	269	0.0004541825988227		0.0691617504385796				True
POAG	1	60	69442664	70992015	510	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	1	61	70993695	72512391	485	6.18266622644296e-05		0.703648674427295				True
POAG	1	62	72515717	73989854	328	0.0		0.999999809769497			nonpositive_local_h2	False
POAG	1	63	73993804	75127372	359	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	64	75138762	76094234	342	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	65	76105757	76976522	399	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	66	76978477	77889505	423	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	1	67	77895517	79065052	330	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	1	68	79067549	80087456	374	0.0		0.999998454560086			nonpositive_local_h2	False
POAG	1	69	80101805	80772071	271	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	70	80782665	82120122	579	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	71	82123485	83461181	579	0.0001381779437321		0.460974588827046				True
POAG	1	72	83464725	84723109	481	0.0		0.0			nonpositive_local_h2	False
POAG	1	73	84728665	86014249	595	3.10237160012919e-05		0.820392403593317				True
POAG	1	74	86017278	86760937	335	0.0002904967247223		0.0284042884568224				True
POAG	1	75	86769951	87663215	311	0.0		0.0			nonpositive_local_h2	False
POAG	1	76	87667705	88651771	384	0.0006637963967481		0.0089022310345918				True
POAG	1	77	88657007	89748907	310	9.97483925650583e-05		0.431001803652527				True
POAG	1	78	89759219	90940570	409	0.0		0.0			nonpositive_local_h2	False
POAG	1	79	90943526	91867046	348	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	1	80	91872374	92904381	441	0.0002050341832461		0.0				True
POAG	1	81	92924057	94160787	307	0.0001029575955746		0.449696817148085				True
POAG	1	82	94174519	95122518	426	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	1	83	95123749	96146782	482	5.12370141852661e-05		0.743734069315811				True
POAG	1	84	96151539	97720465	626	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	85	97721392	99424931	640	1.0408712424301e-05		0.934462547503008				True
POAG	1	86	99425374	100268991	339	3.23709141396772e-05		0.81726046094127				True
POAG	1	87	100271638	101188192	291	0.0008847230032225		0.0002477733646362				True
POAG	1	88	101198708	102417093	540	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	89	102425278	103145383	227	0.0001761413750174		0.626420319305551				True
POAG	1	90	103150463	103764640	205	0.0005530030907472		0.0003939572936686				True
POAG	1	91	104017778	104980964	220	0.0		0.0			nonpositive_local_h2	False
POAG	1	92	104986052	106089142	336	3.26576200894152e-05		0.813612176673645				True
POAG	1	93	106091316	106861495	206	1.94250771408118e-05		0.769222419830797				True
POAG	1	94	106865224	107873815	383	0.0		0.0			nonpositive_local_h2	False
POAG	1	95	107874776	109271037	536	4.47127275539893e-05		0.737844336983723				True
POAG	1	96	109273610	110215178	377	0.0		0.0			nonpositive_local_h2	False
POAG	1	97	110233147	111131424	414	6.53141680020047e-05		0.6880964962298				True
POAG	1	98	111137811	112488820	752	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	1	99	112489832	113416122	364	0.0002584626160921		0.18147179841155				True
POAG	1	100	113418834	114662870	455	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	1	101	114664584	116206423	620	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	102	116207484	117043044	318	5.58307026653128e-05		0.800167270659777				True
POAG	1	103	117049676	118118636	361	0.0		0.999999288222632			nonpositive_local_h2	False
POAG	1	104	118118765	119406760	438	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	1	105	119410215	120344900	353	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	1	106	120347136	145730160	153	0.0		0.999999809769497			nonpositive_local_h2	False
POAG	1	107	146499296	147083744	275	0.0		0.0			nonpositive_local_h2	False
POAG	1	108	147086504	147826658	157	0.0001391424520232		0.0				True
POAG	1	109	149778729	151144891	335	0.0002003075018025		0.288470411692541				True
POAG	1	110	151150857	152534954	413	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	111	152536784	153408831	421	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	1	112	153416036	154685541	399	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	1	113	154685607	156809206	613	0.0002556979873415		0.0				True
POAG	1	114	156818647	158074220	576	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	1	115	158085565	158900275	376	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	1	116	158901127	159880660	367	0.0002799594408498		0.288928152010683				True
POAG	1	117	159884109	161054054	497	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	1	118	161057909	161943634	331	0.0		0.999999398438329			nonpositive_local_h2	False
POAG	1	119	161946727	163138501	645	0.0003816307648788		0.103018755243399				True
POAG	1	120	163142555	163854036	372	0.0001198968304097		0.470471837583065				True
POAG	1	121	163855085	164723835	351	6.92965974991126e-05		0.64592716548606				True
POAG	1	122	164729434	165550009	503	0.0		0.0			nonpositive_local_h2	False
